PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,FULL_ADDRESS,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT
AR082,Warren Housing Authority,"801 W Central St, Warren, AR, 71671",(870) 226-2600,(870) 226-7100,warrenha@sbcglobal.net,(870) 226-2600,(870) 226-7100,warrenha@sbcglobal.net,High Performer,MEDIUM LOW (100-299),70,SMALL (50-99),MEDIUM LOW (100-299),12/31,Combined,171,171,171,169,45,214,88.80000305,2,241,220,100.0,178567,420734,0
OK142,Housing Authority of the City of Henryetta,"1708 W Ragan St, Henryetta, OK, 74437",(918) 652-9651,(918) 652-9652,hytahud@sbcglobal.net,(918) 652-9651,(918) 652-9652,hytahud@sbcglobal.net,Standard Performer,SMALL (50-99),118,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,50,50,50,47,39,86,51.18999863,3,168,83,96.51000214,89217,156811,0
OK150,Housing Authority of the City of Del City,"4613 Tinker Diag St, Del City, OK, 73115",(405) 672-1412,(405) 672-6676,lward@delcityhousing.org,(405) 672-1412,,lward@delcityhousing.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,100,99,100,96,0,96,96.95999908,3,99,96,100.0,150834,278164,229740
TX273,Housing Authority of Teague,"205 S 5th Ave, Teague, TX, 75860",(254) 739-2011,(254) 739-5542,teaguehousing@sbcglobal.net,(254) 739-2011,(254) 739-5542,teaguehousing@sbcglobal.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,42,42,42,41,0,41,97.62000275,1,42,41,100.0,37443,98112,101205
TX353,Housing Authority of Copperas Cove,"701 Casa Cir, Copperas Cove, TX, 76522",(254) 547-9591,(254) 547-6012,hacced@hot.rr.com,(254) 547-9449,(254) 547-6012,hacced@hot.rr.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,100,100,100,98,0,98,98.0,2,100,98,100.0,200528,367144,254804
TX210,Devine Housing Authority,"210 S Upson Dr, Devine, TX, 78016",(830) 663-9845,(830) 663-9847,devineha@sbcglobal.net,(830) 663-9845,(830) 663-9847,devineha@sbcglobal.net,Standard Performer,SMALL (50-99),53,SMALL (50-99),MEDIUM LOW (100-299),9/30,Combined,70,70,70,69,45,114,92.68000031,1,123,113,99.12000275,92720,168295,204851
OK071,Housing Authority of the Town of Tuttle,"412 E Bond, Tuttle, OK, 73089",(405) 381-2721,(405) 689-1141,tuttleha1@phamail.com,(405) 381-2721,(405) 689-1141,tuttleha1@phamail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,18,18,18,17,0,17,94.44999695,1,18,17,100.0,27494,54500,50433
TX482,Central Texas Council of Governments,"2180 N Main St, Belton, TX, 76513",(254) 770-2423,(254) 770-2329,carmen.lim@ctcog.org,(254) 770-2236,(254) 770-2260,jim.reed@ctcog.org,,,3690,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,2290,2290,62.06000137,0,3690,2287,99.87000275,0,0,0
AR081,Housing Authority of the City of Carthage,"nan, Carthage, AR, 71725",(870) 254-2523,(870) 254-2023,hacoc@windstream.net,(870) 254-2523,(870) 254-2023,hacoc@windstream.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,14,14,14,14,0,14,100.0,0,14,13,92.86000061,19547,37016,33867
OK147,Housing Authority of the Town of Lone Wolf,"901 Walker Cir, Lone Wolf, OK, 73655",(580) 846-5401,,lwok147@sbcglobal.net,(580) 846-5401,,lwok147@sbcglobal.net,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,25,25,25,25,0,25,100.0,0,25,20,80.0,49300,90577,71496
AR265,Yell County Public Facilities Board,"507 N 4th St Ste E, Dardanelle, AR, 72834",(479) 968-5001,(479) 968-5002,BEVERLY@UHDC.NET,(479) 968-5001,(479) 968-5002,BEVERLY@UHDC.NET,,,95,SMALL (50-99),SMALL (50-99),12/31,Section 8,0,0,0,0,58,58,61.04999924,0,95,53,91.37999725,0,0,0
TX447,San Juan Housing Authority,"700 Maldonado Cir, San Juan, TX, 78589",(956) 781-3130,(956) 787-2034,sjha700@rgv.twcbc.com,(956) 781-3130,,Bobgarza@sanjuanha.org,,,155,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,124,124,79.98999786,0,155,118,95.16999817,0,0,0
TX051,Weslaco Housing Authority,"600 N Airport Dr, Weslaco, TX, 78596",(956) 969-1538,(956) 969-8718,weslacoha@cowha.org,(956) 969-1538,(956) 969-8718,george.pina@cowha.org,Standard Performer,MEDIUM LOW (100-299),489,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,275,275,128,117,418,535,86.70999908,11,617,548,100.0,289279,500998,271871
TX497,Hidalgo County Housing Authority,"1800 N Texas Blvd, Weslaco, TX, 78599",(956) 969-5866,(956) 969-5863,adelam@hidalgocha.org,(956) 969-5866,(956) 969-5863,adelam@hidalgocha.org,Standard Performer,SMALL (50-99),726,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,55,55,55,53,710,763,97.69999695,0,781,756,99.08000183,128400,254175,144947
AK001,Alaska Housing Finance Corporation,"4300 Boniface Pkwy, Anchorage, AK, 99504",(907) 330-8432,(907) 338-1683,cstone@ahfc.us,(907) 330-8432,,cstone@ahfc.us,High Performer,"LARGE (1,000-4,999)",0,VERY SMALL (0-49),"LARGE (1,000-4,999)",6/30,Low-Rent,1243,1237,1240,1095,0,1095,88.51999664,104,1237,1092,99.73000336,5156748,9935048,3568854
TX550,Bowie County Housing Authority,"1002 Macarthur Ave, Wake Village, TX, 75501",(903) 628-2951,(903) 628-8001,cal.davis@nbhatx.org,(903) 276-7900,(903) 628-8001,cal.davis@netxproperties.org,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,12729,21215,0
LA888,"Community Support Programs, Inc.","3003 Knight St Ste 236, Shreveport, LA, 71105",(318) 865-1422,,vglover@cspla.org,(318) 865-1422,(318) 865-4566,vglover@cspla.org,,,58,SMALL (50-99),SMALL (50-99),6/30,Section 8,0,0,0,0,1,1,1.72000003,0,58,58,100.0,0,0,0
TX449,Roma Housing Authority,"301 N Canales Cir, Roma, TX, 78584",(956) 849-1159,(956) 849-7462,zpcastillo@romaha.org,(956) 849-1159,(956) 849-7462,zpiceno@gmail.com,High Performer,SMALL (50-99),108,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,56,56,56,56,102,158,96.33999634,0,164,157,99.37000275,73963,140875,189164
OK097,Housing Authority of the Town of Cheyenne,"123 Vincent Dr, Cheyenne, OK, 73628",(580) 497-3306,,kristidmyers@sbcglobal.net,(580) 310-2548,,kristidmyers@sbcglobal.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,22,22,22,19,0,19,86.36000061,3,22,13,68.41999817,22017,55451,58797
OK015,Housing Authority of the City of Elk City,"1510 W 9th St, Elk City, OK, 73644",(580) 225-0129,(580) 225-0190,director@elkcityhousing.com,(580) 225-0129,(580) 225-0190,director@elkcityhousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,150,146,150,142,0,142,97.26000214,2,146,142,100.0,225202,409325,708335
OK064,Housing Authority of the Town of Seiling,"507 N Oak St, Seiling, OK, 73663",(580) 922-4297,(580) 922-4397,housing@pldi.net,(580) 922-4297,(580) 922-4397,housing@pldi.net,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,14,14,14,14,0,14,100.0,0,14,5,-4.0,36894,63982,0
OK023,Housing Authority of the City of Watonga,"117 N Spiece Ave, Watonga, OK, 73772",(580) 623-4623,(580) 623-4622,watongaha1@phamail.com,(580) 623-4623,,watongaha1@phamail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,46,46,46,40,0,40,86.95999908,1,46,40,100.0,75011,134059,0
OR019,Linn-Benton Housing Authority,"1250 Queen Ave SE, Albany, OR, 97322",(541) 926-4497,(541) 926-3589,mail@l-bha.org,(541) 918-7314,(541) 926-3589,ExecutiveMgmt@l-bha.org,,,2803,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Section 8,0,0,0,0,2538,2538,91.69000244,0,2768,2824,100.0,0,0,0
CA004,Housing Authority of the City of Los Angeles,"2600 Wilshire Blvd, Los Angeles, CA, 90057",(833) 422-5248,,Mariela.Osorio@hacla.org,(213) 252-1810,,lourdes.castroramirez@hacla.org,High Performer,"EXTRA LARGE (5,000+)",53400,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,6382,6379,6134,5884,45268,51152,86.37000275,114,59224,52556,100.0,10059065,23581910,25346496
CA071,City of Compton Housing Authority,"700 N Bullis Rd, Compton, CA, 90221",(310) 605-3080,(310) 605-3096,mantwine@comptoncity.org,(310) 605-5559,,cflournoy@comptoncity.org,,,803,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,541,541,67.37000275,0,803,557,100.0,0,0,0
LA142,Housing Authority of Jena,"1032 Tarver Ave Apt 9, Jena, LA, 71342",(318) 992-6413,(318) 992-6449,vburise@jenahousing.com,(318) 992-6413,,lwarwick@jenahousing.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,50,50,50,47,0,47,94.0,3,50,47,100.0,65566,142665,140473
TX259,Bastrop Housing Authority,"502 Farm St, Bastrop, TX, 78602",(512) 321-3398,(512) 303-0568,director@bastrophousing.com,(512) 321-3398,,director@bastrophousing.com,Standard Performer,SMALL (50-99),26,VERY SMALL (0-49),SMALL (50-99),9/30,Combined,50,50,50,45,25,70,92.09999847,5,76,98,100.0,77854,154947,118469
AR016,Camden Housing Authority,"800 Monroe Ave, Camden, AR, 71701",(870) 836-9309,(870) 836-3243,alg@camdenha.com,(870) 836-9309,,alg@camdenha.com,High Performer,MEDIUM HIGH (300-999),531,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",9/30,Combined,525,519,519,511,394,905,86.19000244,8,1050,920,100.0,988433,1837735,1517677
LA128,Housing Authority of Vernon Parish,"117 Savannah Cir, Leesville, LA, 71446",(337) 537-0339,(337) 535-9325,vphouse1@hotmail.com,(337) 537-0339,(337) 535-9325,vphouse1@hotmail.com,High Performer,SMALL (50-99),70,SMALL (50-99),MEDIUM LOW (100-299),9/30,Combined,66,66,66,66,58,124,91.18000031,0,136,125,100.0,123357,223924,215096
TX067,Housing Authority of Bridgeport,"1508 Cobb St, Bridgeport, TX, 76426",(940) 683-2710,(940) 683-3948,bha2710@outlook.com,(940) 683-2710,(940) 683-3948,bha2710@outlook.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,20,20,20,19,0,19,95.0,0,20,19,100.0,27114,44960,57849
TX298,Housing Authority  the City of Mineral Wells,"200 NE 27th St, Mineral Wells, TX, 76067",(940) 325-3327,(940) 325-6852,rachel_mwha@suddenlinkmail.com,(940) 325-3327,(940) 325-6852,rachel_mwha@suddenlinkmail.com,Standard Performer,SMALL (50-99),235,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,58,58,58,53,181,234,79.86000061,4,293,229,97.86000061,84064,173392,178614
TX349,Weatherford Housing Authority,"1125 W Oak St, Weatherford, TX, 76086",(817) 596-0301,(817) 594-8504,rmucino@whaweatherford.com,(817) 596-0300,,rmucino@whaweatherford.com,,,524,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,478,478,91.22000122,0,524,472,98.75,0,0,0
TX004,Housing Authority of Fort Worth,"1407 Texas St, Fort Worth, TX, 76102",(817) 333-3400,,contacts@fwhs.org,(817) 333-3400,,MMLemons@fwhs.org,Standard Performer,MEDIUM LOW (100-299),6430,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,195,195,195,15,4834,4849,75.22000122,180,6446,5400,100.0,811772,1441702,1542511
TX153,Housing Authority of Haltom City,"2800 Moneda Ave, Haltom City, TX, 76117",(817) 834-0691,(817) 838-2187,director@haltomcityhousing.com,(817) 834-0691,(817) 838-2187,director@haltomcityhousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,150,150,150,143,0,143,95.33000183,3,150,143,100.0,221900,430575,351977
OK103,Housing Authority of the City of Waynoka,"1237 Main St, Waynoka, OK, 73860",(580) 824-5331,(580) 824-0582,waynokaha@pldi.net,(580) 824-5331,(580) 824-5331,waynokaha@pldi.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,29,29,29,28,0,28,96.55000305,1,29,28,100.0,45065,79677,0
LA062,Housing Authority of the Town of Bunkie,"712 Keller St, Bunkie, LA, 71322",(318) 346-6838,(318) 346-6844,mwilliber@yahoo.com,(318) 346-6838,(318) 346-6844,mwilliber@yahoo.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,106,106,106,104,0,104,98.12000275,1,106,104,100.0,196015,347349,296971
LA071,Housing Authority of the Town of Cottonport,"650 Jacobs St, Cottonport, LA, 71327",(318) 876-3457,(318) 876-3728,cporth2002@yahoo.com,(318) 876-3457,(318) 876-3728,cporth2002@yahoo.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,60,60,60,60,0,60,100.0,0,60,60,100.0,95102,165122,164992
NE020,Grant Housing Authority,"300 Warren Ave, Grant, NE, 69140",(308) 352-4346,(308) 352-4346,grantha@gpcom.net,(308) 352-4346,,grantha@gpcom.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,20,20,20,18,0,18,90.0,0,20,18,100.0,15207,40717,43322
NE179,West Central Nebraska Joint Housing Authority,"333 E 2nd St, Ogallala, NE, 69153",(308) 284-7315,(308) 284-7310,wcnjha@gmail..com,(308) 284-7315,(308) 284-7310,wcnjha@gmail.com,,,248,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,190,190,76.61000061,0,248,190,100.0,0,0,0
AR181,Fayetteville Housing Authority,"1 N School Ave, Fayetteville, AR, 72701",(479) 521-3850,(479) 442-6771,chonda@fayettevilleha.org,(479) 521-3850,(479) 442-6771,chonda@fayettevilleha.org,,,759,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,595,595,78.38999939,0,759,655,100.0,0,0,0
CO911,Colorado Division of Housing,"1313 N Sherman St Ste 320, Denver, CO, 80203",(303) 864-7845,(303) 789-6955,katherine.helgerson@state.co.us,,,,,,7961,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Section 8,0,0,0,0,6119,6119,76.86000061,0,7961,7091,100.0,0,0,0
CO103,Larimer County Housing Authority,"1715 W Mountain Ave, Ft Collins, CO, 80521",(970) 416-2910,(970) 221-0821,jbrewen@housingcatalyst.com,(970) 416-2917,(970) 221-0821,jbrewen@housingcatalyst.com,,,104,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,33,33,31.72999954,0,104,89,100.0,0,0,0
AR211,Pope County Public Facilities Board,"301 E 3rd St, Russellville, AR, 72801",(479) 968-5001,(479) 968-5002,BEVERLY@UHDC.NET,(479) 968-5001,(479) 968-5002,BEVERLY@UHDC.NET,,,211,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,145,145,68.72000122,0,211,143,98.62000275,0,0,0
TX099,Housing Authority of Bryson,"701 N College St, Bryson, TX, 76427",(940) 392-2075,(940) 392-2075,brysonha@brazosnet.com,(940) 392-2075,(940) 392-2075,brysonha@brazosnet.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,14,14,14,14,0,14,100.0,0,14,14,100.0,44171,94073,37785
AR111,Housing Authority of the City of Rison,"500 Rice St, Rison, AR, 71665",(870) 325-7420,(870) 325-7060,annette_holmes@yahoo.com,(870) 325-7420,(870) 325-7060,annette_holmes@yahoo.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,36,32,34,32,0,32,100.0,0,32,32,100.0,21628,58002,0
AR042,Star City Housing Authority,"301 E Joslyn Ave, Star City, AR, 71667",(870) 628-4500,(870) 628-6254,ed-hasc@centurytel.net,(870) 628-4500,(870) 628-6254,ed-hasc@centurytel.net,Standard Performer,SMALL (50-99),58,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,56,56,56,54,17,71,62.27999878,2,114,73,100.0,90746,139751,0
LA166,Housing Authority of Natchitoches Parish,"525 4th St, Natchitoches, LA, 71457",(318) 357-0553,(318) 352-2086,rmonettekay@hotmail.com,(318) 357-0553,(318) 352-2086,rmonettekay@hotmail.com,Standard Performer,SMALL (50-99),338,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,92,92,92,83,539,622,100.0,9,430,214,34.40999985,170184,353024,295802
OK042,Housing Authority of the Town of Roosevelt,"727 S Dunn St, Roosevelt, OK, 73564",(580) 639-2765,(580) 639-2510,rhasha018@windstream.net,(580) 639-2765,(580) 639-2510,rhasha018@windstream.net,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,8,8,8,8,0,8,100.0,0,8,8,-4.0,15204,30749,21509
OK085,Housing Authority of the Town of Ryan,"1400 Grant St, Ryan, OK, 73565",(580) 757-2390,(580) 757-2653,rhaok085@wavelinx.net,(580) 757-2390,(580) 757-2653,rhaok085@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,53,51,53,41,0,41,80.38999939,3,51,41,100.0,104868,204881,0
AR266,Desha Co. Residential Housing Fac Board,"nan, McGehee, AR, 71654",(870) 222-3732,(870) 222-3701,allen.64.evans@gmail.com,(870) 222-3732,(870) 222-3701,allen.64.evans@gmail.com,,,151,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Section 8,0,0,0,0,115,115,76.16000366,0,151,110,95.65000153,0,0,0
LA063,Housing Authority of the City of Sulphur,"312 Brook St, Sulphur, LA, 70663",(337) 527-5248,(337) 527-0681,vena60@bellsouth.net,(337) 527-5248,(337) 527-0681,executive.director@sulphurhousing.com,High Performer,MEDIUM LOW (100-299),190,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,202,202,202,169,65,234,73.81999969,0,317,240,100.0,409182,726495,563026
TX282,Housing Authority of Kirbyville,"414 S Vallie Ave, Kirbyville, TX, 75956",(409) 423-4751,(409) 423-3396,office@khapg.com,(409) 423-4751,,stephanie@khapg.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,84,84,84,83,0,83,98.80999756,1,84,83,100.0,98182,181667,227784
NE076,Oshkosh Housing Authority,"404 W 6th St Apt 21, Oshkosh, NE, 69154",(308) 772-3941,,oshkosha@embarqmail.com,(308) 772-3941,,oshkosha@embarqmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,20,18,18,18,0,18,100.0,0,18,18,100.0,20569,50210,41640
TX030,Housing Authority of Temple,"700 W Calhoun Ave, Temple, TX, 76501",(254) 773-2009,(254) 773-1958,bbozon@cthc.org,(254) 773-2009,(254) 773-1958,bbozon@cthc.org,High Performer,MEDIUM HIGH (300-999),60,SMALL (50-99),MEDIUM HIGH (300-999),9/30,Combined,326,326,326,319,0,319,97.84999847,7,326,319,100.0,543135,1089744,1263031
TX274,Housing Authority of Bartlett,"200 Cryer Dr, Bartlett, TX, 76511",(254) 527-4295,(254) 527-3428,melissa@bartletthousing.org,(512) 446-4180,,rha@classicnet.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,51,51,51,49,0,49,96.08000183,2,51,48,97.95999908,55514,105850,126408
TX156,Housing Authority of Spearman,"201 S Brandt St, Spearman, TX, 79081",(806) 659-9990,,cristi@kenedyhousing.info,(803) 229-9412,,cristi@kenedyhousing.info,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,10,10,10,9,0,9,90.0,1,10,9,-4.0,17960,48219,31262
LA117,Housing Authority of the Town of Cotton Valley,"437 Crow Rd, Cotton Valley, LA, 71018",(318) 832-5251,(318) 832-4385,cvhouse2@gmail.com,(318) 832-5251,(318) 832-4385,cvhouse2@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,20,20,20,20,0,20,100.0,0,20,20,100.0,36939,69715,48987
LA163,Red River Parish Police Jury,"615 E Carrol St, Coushatta, LA, 71019",(318) 932-5719,(318) 932-5080,jesshud@cp-tel.net,(318) 932-5719,(318) 932-5080,jesshud@cp-tel.net,,,48,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Section 8,0,0,0,0,48,48,100.0,0,48,49,100.0,0,0,0
LA098,Housing Authority of Gibsland,"2152 Cedar St, Gibsland, LA, 71028",(318) 251-3644,(318) 251-9103,wwhittington@rustonhousing.org,(318) 255-3644,,wwhittington@rustonhousing.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,22,22,22,20,0,20,90.91000366,2,22,9,-4.0,37530,57532,64874
CO034,Loveland Housing Authority,"375 W 37th St, Loveland, CO, 80538",(970) 667-3232,(970) 667-2860,info@lovelandhousing.org,(970) 667-3232,,jfeneis@lovelandhousing.org,Standard Performer,,658,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,538,538,81.76000214,0,658,544,100.0,0,0,0
LA033,Housing Authority of Oakdale,"nan, Oakdale, LA, 71463",(318) 335-2417,(318) 335-9326,tjohnsonoha@bellsouth.net,(318) 335-2417,(318) 335-9326,tjohnsonoha@bellsouth.net,High Performer,MEDIUM LOW (100-299),120,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,156,156,156,98,103,201,72.83000183,0,276,199,99.01000214,268001,467586,446688
AR055,Housing Authority of the City of Dardanelle,"402 S 5th St, Dardanelle, AR, 72834",(479) 229-3666,(479) 229-2267,dhauthority@suddenlinkmail.com,(479) 229-3666,(479) 229-2667,allison72834@yahoo.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,84,84,84,82,0,82,97.62000275,1,84,82,100.0,74155,161994,227671
AR085,Housing Authority of the City of Dover,"200 Davis St, Dover, AR, 72837",(479) 331-2670,(479) 331-4428,ed@cha-ar.com,(479) 754-3564,,clarkha@centurytel.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,20,20,20,19,0,19,95.0,0,20,19,100.0,30677,58774,51998
TX147,Kenedy Housing Authority,"116 Stewart Ave, Kenedy, TX, 78119",(830) 583-2321,(830) 400-4150,cristi@kenedyhousing.info,(830) 583-2321,,cristi@kenedyhousing.info,High Performer,SMALL (50-99),37,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Combined,72,72,72,62,38,100,91.73999786,9,109,99,99.0,110911,208514,210479
LA248,Jackson Parish Police Jury,"708 S Cooper Ave, Jonesboro, LA, 71251",(318) 259-6444,(318) 259-6441,pinebelt@bellsouth.net,(318) 259-6444,(318) 259-4857,pinebelt@bellsouth.net,,,22,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Section 8,0,0,0,0,11,11,50.0,0,22,22,100.0,0,0,0
TX213,Housing Authority of Belton,"nan, Belton, TX, 76513",(254) 939-5321,(254) 939-9192,bbozon@cthc.org,(254) 773-2009,(254) 773-1958,bbozon@cthc.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,156,156,156,154,0,154,98.72000122,2,156,154,100.0,170864,348302,402919
TX134,Housing Authority of Cameron,"704 W 6th St, Cameron, TX, 76520",(254) 697-6523,(254) 697-3575,melissa.cobb@ctxhousing.com,(254) 697-6523,(254) 697-3575,melissa.cobb@ctxhousing.com,High Performer,MEDIUM LOW (100-299),144,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,150,141,142,133,89,222,77.88999939,6,285,217,97.75,237831,446012,380005
CA068,City of Long Beach Housing Authority,"1500 Hughes Way Ste A150, Long Beach, CA, 90810",(562) 570-6985,,haclb@longbeach.gov,(562) 570-6166,,anna.topolewski@longbeach.gov,,,7850,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",9/30,Section 8,0,0,0,0,6702,6702,85.37999725,0,7850,6837,100.0,0,0,0
